AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1351779,DUNKAROO,DOG,BLACK,TAN,STAFFORDSHIRE,NEUTERED,2023-08-18,1,2024-09-29,HEALTHY,RETURN,,,2024-10-05,ADOPTION,,HEALTHY,,SAN JOSE,2025-02-18
A1351779,DUNKAROO,DOG,BLACK,TAN,STAFFORDSHIRE,NEUTERED,2023-08-18,1,2024-10-12,HEALTHY,RETURN,OTC,ALLERGIC,2024-11-09,ADOPTION,,HEALTHY,,SAN JOSE,2024-11-09
A1351782,,PUPPY,TAN,,CAIRN TERRIER,NEUTERED,2024-05-27,0,2024-08-16,HEALTHY,STRAY,OTC,,2024-08-27,ADOPTION,,HEALTHY,CLAMPETT WAY X VILLAGETEE DR,SAN JOSE,2024-08-27
A1351783,TNR,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,,,2024-08-16,FERAL,STRAY,OTC,,2024-09-15,RTF,,FERAL,LA PORTE AVE,SAN JOSE,2024-09-15
A1351786,,KITTEN,BLACK,,DOMESTIC SH,FEMALE,2024-07-22,0,2024-08-16,NURSING,STRAY,OTC,,2024-09-04,EUTH,,MED SEV,LA PORTE AVE,SAN JOSE,2025-05-15
A1351787,,KITTEN,TABBY-GRAY,,DOMESTIC SH,MALE,2024-07-22,0,2024-08-16,NURSING,STRAY,OTC,,2024-09-07,EUTH,,MED SEV,LA PORTE AVE,SAN JOSE,2024-09-24
A1351789,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,2024-07-22,0,2024-08-16,NURSING,STRAY,OTC,,2024-09-07,DIED,,NURSING,LA PORTE AVE,SAN JOSE,2024-09-07
A1351791,,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,2024-07-22,0,2024-08-16,NURSING,STRAY,OTC,,2024-09-03,EUTH,,MED SEV,LA PORTE AVE,SAN JOSE,2025-08-14
A1351792,CHARLIE,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-07-22,0,2024-11-18,HEALTHY,RETURN,,,2024-11-23,ADOPTION,,HEALTHY,,SAN JOSE,2024-11-23
A1351799,SOCKS,KITTEN,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-05-11,0,2024-08-16,HEALTHY,STRAY,OTC,,2024-10-08,ADOPTION,,HEALTHY,UMBARGER RD/MONTEREY RD,SAN JOSE,2024-10-08
A1351809,TOFU,KITTEN,WHITE,BLACK,DOMESTIC MH,NEUTERED,2024-06-30,0,2024-08-16,HEALTHY,STRAY,FIELD,,2024-08-29,ADOPTION,,HEALTHY,MERIDIAN WAY/ FRUITDALE RD,SAN JOSE,2024-08-29
A1351810,,KITTEN,BLACK,WHITE,DOMESTIC MH,NEUTERED,2024-07-01,0,2024-08-16,HEALTHY,STRAY,FIELD,,2024-09-21,ADOPTION,,HEALTHY,MERIDIAN WAY/ FRUITDALE RD,SAN JOSE,2024-09-21
A1351812,,KITTEN,BLACK,WHITE,DOMESTIC MH,NEUTERED,2024-07-05,0,2024-08-16,HEALTHY,STRAY,FIELD,,2024-09-21,ADOPTION,,,MERIDIAN WAY/ FRUITDALE RD,SAN JOSE,2024-09-21
A1351813,,KITTEN,WHITE,BLACK,DOMESTIC MH,SPAYED,2024-06-19,0,2024-08-16,HEALTHY,STRAY,FIELD,,2024-09-21,ADOPTION,,,MERIDIAN WAY/ FRUITDALE RD,SAN JOSE,2024-09-21
A1351814,BELUGA,KITTEN,BLACK,BLACK,DOMESTIC MH,NEUTERED,2024-06-30,0,2024-08-16,HEALTHY,STRAY,FIELD,,2024-09-06,DIED,,MED SEV,MERIDIAN WAY/ FRUITDALE RD,SAN JOSE,2024-09-06
A1351819,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,,2024-08-17,NURSING,STRAY,OTC,,2024-08-18,EUTH,,MED SEV,1400 BLOCK GRAND BLVD / PACIFIC AVE,SAN JOSE,2024-08-18
A1351821,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,,2024-08-17,MED R,STRAY,OTC,,2024-08-25,RTF,,,BERRYESSA RD X MABURY RD,SAN JOSE,2024-08-25
A1351822,GUMBO,DOG,BROWN,,BORDER COLLIE,MALE,2023-11-17,0,2024-08-17,BEH R,TRANSFER,SVACA,,2024-09-20,TRANSFER,,BEH R,BISMARCK DR X MENDENHALL DR,SAN JOSE,2024-09-20
A1351823,ECLAIR,DOG,BLACK,WHITE,BORDER COLLIE,SPAYED,2023-08-17,1,2024-08-17,BEH R,TRANSFER,SVACA,,2024-09-20,TRANSFER,,BEH R,BISMARCK DR X MENDENHALL DR,SAN JOSE,2024-09-20
A1351834,,CAT,ORANGE,WHITE,DOMESTIC SH,MALE,,,2024-08-17,MED R,STRAY,OTC,,2024-08-29,RESCUE,,HEALTHY,N KING RD X MABURY RD,SAN JOSE,2024-08-29
A1351835,NOX,CAT,BLACK,,DOMESTIC SH,NEUTERED,,,2024-08-17,MED R,STRAY,OTC,IP ADOPT,2024-09-11,RTF,,FERAL,W TASMAN DR / RENAISSANCE DR,SAN JOSE,2024-09-11
A1351836,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2020-11-22,3,2024-08-17,PREGNANT,STRAY,OTC,,2024-08-21,RTF,,FERAL,DUFFY WAY X S KING RD,SAN JOSE,2024-08-21
A1351838,UBI,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-07-18,0,2024-08-17,MED R,STRAY,OTC,,2024-09-18,ADOPTION,,HEALTHY,MCLAUGHLIN AVE,SAN JOSE,2024-09-18
A1351839,BUBBA,DOG,WHITE,BROWN,CAIRN TERRIER,NEUTERED,2021-08-24,2,2024-08-17,HEALTHY,STRAY,OTC,,2024-09-04,ADOPTION,,HEALTHY,OCALA AVE X ADRIAN WAY,SAN JOSE,2024-09-04
A1351840,MICLO,DOG,GRAY,,PIT BULL,MALE,2021-08-18,3,2024-08-17,MED R,STRAY,OTC,,2024-09-25,EUTH,,MED SEV,LOMBARD AVE,SAN JOSE,2025-05-02
A1351844,,CAT,TORTIE-B\O,,DOMESTIC MH,SPAYED,,,2024-08-17,PREGNANT,STRAY,OTC,,2024-08-21,RTF,,FERAL,SENTER RD/ SAN RAMON DR,SAN JOSE,2024-08-21
A1351845,,DOG,GOLD,,CHIHUAHUA SH,SPAYED,2023-08-18,1,2024-08-17,HEALTHY,STRAY,OTC,,,,,,TERILYN AVE / MIAMI,SAN JOSE,2025-05-14
A1351846,CANDY,DOG,WHITE,BLACK,MALTESE,SPAYED,2018-08-20,5,2024-08-17,HEALTHY,STRAY,OTC,,2024-09-03,ADOPTION,,HEALTHY,WYANDOTTE DR X CALPINE DR,SAN JOSE,2024-09-03
A1351847,,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,,,2024-08-17,MED R,STRAY,OTC,,2024-09-28,MISSING,,MED R,WHITE ACRES DR X SABASTIAN BORELLO DR,SAN JOSE,2025-10-24
A1351848,,KITTEN,TABBY-ORG,,DOMESTIC SH,MALE,2024-10-19,0,2024-08-17,MED R,STRAY,OTC,,2024-12-09,MISSING,,MED R,WHITE ACRES DR X SABASTIAN BORELLO DR,SAN JOSE,2025-10-24
A1351850,,DOG,BLACK,BROWN,ROTTWEILER,MALE,,,2024-08-17,HEALTHY,STRAY,OTC,,2024-08-17,TRANSFER,,HEALTHY,BIG BASIN WAY X SANBORN RD,COUNTY,2024-08-17
A1351852,,KITTEN,BLACK,,DOMESTIC SH,FEMALE,2024-07-10,0,2024-08-17,MED SEV,STRAY,OTC,,2024-08-18,EUTH,,MED EMERG,POWELL CT/AUDUBON DR,SAN JOSE,2024-09-24
A1351855,,KITTEN,GRAY,,DOMESTIC SH,NEUTERED,2024-06-03,0,2024-08-17,MED R,STRAY,OTC,,2024-09-24,RTF,,FERAL,LAVONNE AVE X S SUNSET AVE,SAN JOSE,2024-09-24
A1351856,,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2024-07-04,0,2024-08-17,MED R,STRAY,OTC,,2024-09-12,ADOPTION,,HEALTHY,LAVONNE AVE X S SUNSET AVE,SAN JOSE,2024-09-12
A1351857,MEGATRON,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2024-07-28,0,2024-08-17,MED R,STRAY,OTC,,2024-09-20,ADOPTION,,HEALTHY,LAVONNE AVE X S SUNSET AVE,SAN JOSE,2024-09-20
A1351858,LUNA,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2024-07-18,0,2024-08-17,MED R,STRAY,OTC,,2024-09-20,ADOPTION,,MED R,LAVONNE AVE X S SUNSET AVE,SAN JOSE,2025-08-11
A1351859,KINAKO,KITTEN,ORANGE,,DOMESTIC SH,SPAYED,2024-07-18,0,2024-08-17,MED R,STRAY,OTC,,2024-09-22,ADOPTION,,MED R,LAVONNE AVE X S SUNSET AVE,SAN JOSE,2025-08-11
A1351862,,CAT,ORANGE,WHITE,DOMESTIC SH,MALE,,,2024-08-17,MED R,STRAY,OTC,,2024-08-28,DIED,,MED R,RANCHO DR X SEVEN TREES BLVD,SAN JOSE,2024-10-23
A1351863,AUTUMN,KITTEN,CALICO-TRI,,DOMESTIC SH,SPAYED,2024-07-10,0,2024-08-17,MED R,STRAY,OTC,,2024-10-17,ADOPTION,,HEALTHY,RANCHO DR X SEVEN TREES BLVD,SAN JOSE,2024-10-26
A1351864,PUMPKIN,KITTEN,ORANGE,WHITE,DOMESTIC SH,MALE,2024-07-10,0,2024-08-17,NURSING,STRAY,OTC,,2024-08-28,DIED,,MED SEV,RANCHO DR,SAN JOSE,2024-08-29
A1351867,SAD BOI,DOG,BROWN,,GERM SHEPHERD,MALE,2024-02-24,0,2024-08-17,HEALTHY,STRAY,FIELD,,2024-09-25,EUTH,,MED SEV,POMONA AVE. / BERNANRD ST.,SAN JOSE,2024-09-29
A1351868,PARIS,DOG,BROWN,,POODLE MIN,SPAYED,2023-04-01,1,2024-08-17,HEALTHY,CONFISCATE,HOSPITAL,,2024-08-20,RTO,,HEALTHY,,SAN JOSE,2024-08-20
A1351868,PARIS,DOG,BROWN,,POODLE MIN,SPAYED,2023-04-01,1,2024-07-17,HEALTHY,CONFISCATE,POLICE,,2024-07-22,RTO,,HEALTHY,,SAN JOSE,2024-07-22
A1351868,PARIS,DOG,BROWN,,POODLE MIN,SPAYED,2023-04-01,1,2024-07-04,HEALTHY,CONFISCATE,ASO,,2024-07-06,RTO,,HEALTHY,,SAN JOSE,2024-07-06
A1351869,OSCAR,KITTEN,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-12-02,0,2024-08-17,HEALTHY,STRAY,OTC,,2024-09-13,ADOPTION,,HEALTHY,MARY HELEN LN/ADELINE LN,SAN JOSE,2024-09-13
A1351869,OSCAR,KITTEN,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-12-02,0,2025-01-11,HEALTHY,OWNER SUR,OTC,MOVE,2025-01-15,ADOPTION,,HEALTHY,,SAN JOSE,2025-01-15
A1351872,HAPPY BOI,DOG,BROWN,,GERM SHEPHERD,NEUTERED,2024-02-24,0,2024-12-03,HEALTHY,RETURN,,,2025-07-02,ADOPTION,,HEALTHY,,SAN JOSE,2025-07-02
A1351872,HAPPY BOI,DOG,BROWN,,GERM SHEPHERD,NEUTERED,2024-02-24,0,2024-08-17,HEALTHY,STRAY,FIELD,,2024-12-01,ADOPTION,,HEALTHY,POMONA AVE. / BERNANRD ST.,SAN JOSE,2024-12-01
A1351874,SAM,DOG,WHITE,,CHIHUAHUA SH,MALE,,,2024-08-17,HEALTHY,STRAY,OTC,,2024-08-19,RTO,,HEALTHY,E WILLIAM ST & S 16TH ST,SAN JOSE,2024-08-19
A1351876,,OTHER,BLACK,WHITE,RABBIT SH,UNKNOWN,,,2024-08-17,HEALTHY,STRAY,OTC,,2024-09-01,RESCUE,,NURSING,WATER ST/SINGLETON RD,SAN JOSE,2025-01-31
A1351878,,OTHER,BLACK,WHITE,RABBIT SH,UNKNOWN,,,2024-08-17,HEALTHY,STRAY,OTC,,2024-09-01,RESCUE,,,WATER ST/SINGLETON RD,SAN JOSE,2025-01-24
A1351879,,OTHER,BROWN,,RABBIT SH,UNKNOWN,,,2024-08-17,HEALTHY,STRAY,OTC,,2024-09-01,RESCUE,,,WATER ST/SINGLETON RD,SAN JOSE,2025-01-24
A1351880,,OTHER,BLACK,,RABBIT SH,UNKNOWN,,,2024-08-17,HEALTHY,STRAY,OTC,,2024-09-01,RESCUE,,NURSING,WATER ST/SINGLETON RD,SAN JOSE,2025-01-31
A1351882,,OTHER,BROWN,,RABBIT SH,UNKNOWN,,,2024-08-17,HEALTHY,STRAY,OTC,,2024-09-01,RESCUE,,,WATER ST/SINGLETON RD,SAN JOSE,2025-01-24
A1351883,,OTHER,BROWN,WHITE,RABBIT SH,UNKNOWN,,,2024-08-17,HEALTHY,STRAY,OTC,,2024-09-01,RESCUE,,,WATER ST/SINGLETON RD,SAN JOSE,2025-01-24
A1351884,,OTHER,BROWN,,RABBIT SH,UNKNOWN,,,2024-08-17,HEALTHY,STRAY,OTC,,2024-09-01,RESCUE,,,WATER ST/SINGLETON RD,SAN JOSE,2025-01-24
A1351885,VEIL,OTHER,BLACK,WHITE,RABBIT SH,FEMALE,,,2024-08-17,HEALTHY,STRAY,OTC,,2026-04-01,ADOPTION,,HEALTHY,WATER ST/SINGLETON RD,SAN JOSE,2026-04-01
A1351886,GRACIE,CAT,WHITE,,DOMESTIC SH,SPAYED,2018-11-01,5,2024-08-17,HEALTHY,CONFISCATE,POLICE,,2024-09-05,RTO,,HEALTHY,,SAN JOSE,2024-09-05
A1351887,GUAPO,DOG,CREAM,,SHIH TZU,NEUTERED,2022-08-25,1,2024-08-17,HEALTHY,STRAY,FIELD,,2024-08-28,ADOPTION,,HEALTHY,BANFF ST /,SAN JOSE,2024-08-28
A1351895,,CAT,BLACK,,DOMESTIC SH,FEMALE,,,2024-08-18,MED R,STRAY,OTC,,2024-08-19,DIED,,NURSING,SANTA SUSANA WAY X SANTA SUSANA DR,SAN JOSE,2024-08-22
A1351896,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,,2024-08-18,NURSING,STRAY,OTC,,2024-08-21,EUTH,,MED SEV,SENTER RD/SAN RAMON WAY,SAN JOSE,2024-09-24
A1351897,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,,2024-08-18,NURSING,STRAY,OTC,,2024-08-23,EUTH,,MED SEV,SENTER RD/SAN RAMON WAY,SAN JOSE,2024-09-24
A1351898,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,,2024-08-18,NURSING,STRAY,OTC,,2024-08-23,EUTH,,MED SEV,SENTER RD/SAN RAMON WAY,SAN JOSE,2024-09-24
A1351900,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,,2024-08-18,MED R,STRAY,OTC,,2024-08-19,TRANSFER,,MED R,TRADEWINDS DR X FOXBOROUGH DR,SAN JOSE,2024-08-19
A1351901,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,,2024-08-18,HEALTHY,STRAY,OTC,,2024-08-19,TRANSFER,,HEALTHY,TRADEWINDS DR X FOXBOROUGH DR,SAN JOSE,2024-08-19
A1351902,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,,2024-08-18,NURSING,STRAY,OTC,,2024-08-25,EUTH,,MED SEV,WHISPERING HILLS LN X WHISPERING HILLS CIR,SAN JOSE,2024-08-25
A1351905,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2024-07-22,0,2024-08-18,NURSING,STRAY,OTC,,2024-09-10,DIED,,NURSING,WHISPERING HILLS LN X WHISPERING HILLS CIR,SAN JOSE,2024-09-16
A1351907,,DOG,BROWN,WHITE,GERM SHEPHERD,UNKNOWN,,,2024-08-18,MED SEV,STRAY,OTC,,2024-08-18,EUTH,,MED SEV,EDUCATIONAL PARK DR/MCKEE RD,SAN JOSE,2024-08-18
A1351909,ZIGGY,DOG,WHITE,BLACK,PATTERDALE TERR,NEUTERED,2022-08-21,1,2024-08-18,HEALTHY,STRAY,OTC,,2024-09-05,ADOPTION,,HEALTHY,MCKEE RD/CRAGMONT AVE,SAN JOSE,2024-09-05
A1351910,,CAT,WHITE,TABBY-BRN,DOMESTIC MH,FEMALE,,,2024-08-18,MED SEV,STRAY,OTC,,2024-08-18,EUTH,,MED SEV,,SAN JOSE,2024-08-18
A1351911,NUBE,KITTEN,TABBY-GRAY,,DOMESTIC SH,SPAYED,2024-07-15,0,2024-08-18,HEALTHY,STRAY,OTC,,2024-10-19,ADOPTION,,HEALTHY,ELODIE WAY/MADDEN AVE,SAN JOSE,2024-10-19
A1351912,,KITTEN,TABBY-GRAY,,DOMESTIC SH,MALE,2024-07-15,0,2024-08-18,MED R,STRAY,OTC,,2024-09-10,DIED,,MED SEV,ELODIE WAY/MADDEN AVE,SAN JOSE,2024-09-12
A1351913,MORREL,KITTEN,TABBY-GRAY,,DOMESTIC SH,SPAYED,2024-07-15,0,2024-08-18,HEALTHY,STRAY,OTC,,2024-10-20,ADOPTION,,HEALTHY,ELODIE WAY/MADDEN AVE,SAN JOSE,2024-10-20
A1351914,,KITTEN,TABBY-GRAY,,DOMESTIC SH,FEMALE,2024-07-15,0,2024-08-18,HEALTHY,STRAY,OTC,,2024-09-03,DIED,,MED SEV,ELODIE WAY/MADDEN AVE,SAN JOSE,2024-09-05
A1351915,,KITTEN,TABBY-GRAY,,DOMESTIC SH,FEMALE,2024-07-15,0,2024-08-18,MED R,STRAY,OTC,,2024-09-02,DIED,,MED SEV,ELODIE WAY/MADDEN AVE,SAN JOSE,2024-09-12
A1351916,,KITTEN,TABBY-GRAY,,DOMESTIC SH,MALE,2024-07-15,0,2024-08-18,MED R,STRAY,OTC,,2024-09-09,DIED,,MED SEV,ELODIE WAY/MADDEN AVE,SAN JOSE,2024-09-09
A1351919,HUGSLEY,DOG,BROWN,WHITE,BEAGLE,NEUTERED,2023-08-20,0,2024-08-18,HEALTHY,STRAY,OTC,,2024-08-31,ADOPTION,,HEALTHY,PARK AVE X DELMAS AVE,SAN JOSE,2024-08-31
A1351920,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,,2024-08-18,MED SEV,STRAY,MEDVET,,2024-08-20,EUTH,,MED SEV,600 BLOCK PHELAN AVE,SAN JOSE,2025-08-14
A1351921,BLUE,DOG,BLACK,WHITE,PIT BULL,MALE,2023-11-03,0,2024-08-18,HEALTHY,STRAY,OTC,,2024-08-19,RTO,,HEALTHY,WARFIELD WAY,SAN JOSE,2024-08-19
A1351922,TABBY,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-06-11,0,2024-08-18,HEALTHY,STRAY,OTC,IP ADOPT,2024-08-29,ADOPTION,,HEALTHY,PINETREE TER X PINETREE TER,SAN JOSE,2024-08-29
A1351923,OLIVE,KITTEN,TORBI-BRN,,DOMESTIC SH,SPAYED,2024-07-21,0,2024-08-18,MED R,STRAY,OTC,,2024-09-15,ADOPTION,,HEALTHY,FOXDALE LOOP,SAN JOSE,2024-09-15
A1351925,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,,2024-08-18,PREGNANT,STRAY,OTC,,2024-08-22,RTF,,FERAL,NANCY LN / WILBUR AVE,SAN JOSE,2024-08-22
A1351926,THAI,DOG,BLACK,WHITE,PEKINGESE,NEUTERED,2014-08-24,9,2024-08-18,MED R,STRAY,OTC,,2024-08-26,EUTH,,MED SEV,THE WOODS DR X SNELL AVE,SAN JOSE,2024-08-26
A1351928,TNR,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,,,2024-08-18,MED R,STRAY,OTC,,2024-08-22,RTF,,HEALTHY,RENAISSANCE DR X W TASMAN DR,SAN JOSE,2024-08-22
A1351943,SHARKIE,DOG,WHITE,TAN,YORKSHIRE TERR,MALE,2022-08-19,2,2024-08-19,HEALTHY,STRAY,OTC,,2024-08-19,RTO,,,BROWN ST X MINOR AVE,SAN JOSE,2024-08-19
A1351944,,OTHER,BROWN,,CHICKEN,UNKNOWN,,,2024-08-19,MED R,STRAY,OTC,,2024-08-20,TRANSFER,,MED R,PALM SPRINGS CIR X BLOSSOM AVE,SAN JOSE,2024-09-06
A1351945,TNR,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,,2024-08-19,PREGNANT,STRAY,OTC,,2024-08-21,RTF,,FERAL,THE WOODS DR X SNELL AVE,SAN JOSE,2024-08-21
A1351976,TNR,CAT,TABBY-ORG,WHITE,DOMESTIC MH,SPAYED,,,2024-08-19,PREGNANT,STRAY,OTC,,2024-08-21,RTF,,FERAL,CASHEW BLOSSOM DR X PRUNE BLOSSOM DR,SAN JOSE,2024-08-21
A1351977,,KITTEN,CALICO-TRI,,DOMESTIC SH,FEMALE,2024-06-30,0,2024-08-19,FERAL,STRAY,OTC,,2024-08-23,RESCUE,,HEALTHY,CASHEW BLOSSOM DR X PRUNE BLOSSOM DR,SAN JOSE,2024-08-24
A1351979,KITTEN,DOG,GRAY,,CHIHUAHUA SH,SPAYED,2022-08-26,1,2024-08-19,MED R,STRAY,OTC,,2024-09-28,ADOPTION,,HEALTHY,SAN CARLOS ST/MERIDIAN,SAN JOSE,2024-09-28
A1351980,NORI,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-05-16,0,2024-08-19,HEALTHY,STRAY,OTC,,2024-09-27,ADOPTION,,HEALTHY,TRIPP AVE/WOOSTER AVE,SAN JOSE,2024-09-27
A1351982,,OTHER,GRAY,WHITE,PIGEON,UNKNOWN,,,2024-08-19,HEALTHY,STRAY,OTC,,2024-08-28,TRANSFER,,HEALTHY,LA HONDA DR X PESCADERO ST,MILPITAS,2024-08-28
A1351993,,OTHER,BROWN,,FINCH,UNKNOWN,,,2024-08-19,MED R,STRAY,OTC,,2024-08-19,TRANSFER,,MED R,REDBIRD DR X NIGHTINGALE DR,SAN JOSE,2024-08-19
A1351994,LUCY,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-07-15,0,2024-10-22,HEALTHY,RETURN,OTC,NO TIME,2024-10-23,ADOPTION,,,,SAN JOSE,2024-10-23
A1351997,,KITTEN,TABBY-GRAY,WHITE,DOMESTIC SH,FEMALE,2024-07-15,0,2024-08-19,MED R,STRAY,OTC,,2024-08-20,DIED,,NURSING,OCALA AVE/HILLMONT AVE,SAN JOSE,2024-08-22
A1351998,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2021-08-19,3,2024-08-19,MED SEV,STRAY,OTC,,2024-08-19,EUTH,,MED SEV,MONTEREY RD/MONTECITO VISTA DR,SAN JOSE,2024-08-20
A1352001,,CAT,GRAY,,DOMESTIC SH,FEMALE,,,2024-08-19,PREGNANT,STRAY,OTC,,2024-08-26,RESCUE,,NURSING,CALERO AVE X SNELL AVE,SAN JOSE,2024-08-28
A1352003,COOKIE,CAT,WHITE,BLACK,DOMESTIC SH,SPAYED,2024-04-26,0,2024-08-19,HEALTHY,STRAY,OTC,,2024-09-19,ADOPTION,,HEALTHY,MABURY SQ/MABURY RD,SAN JOSE,2024-09-19
A1352007,KING ARTHUR,OTHER,WHITE,,RABBIT SH,MALE,,,2024-08-19,MED R,STRAY,FIELD,,2024-08-21,EUTH,,MED SEV,3RD X HENSLEY,SAN JOSE,2024-08-29
A1352008,GUBBINS,DOG,BROWN,WHITE,FRENCH BULLDOG,NEUTERED,2017-08-20,7,2024-08-19,MED SEV,STRAY,OTC,,2024-09-07,ADOPTION,,HEALTHY,WHEELSMAN PL X DAILEY AVE,SAN JOSE,2024-09-07
A1352011,,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-05-06,0,2024-08-19,MED R,STRAY,OTC,,2024-08-29,RTF,,FERAL,OAKLAND RD/FOX LN,SAN JOSE,2024-08-29
A1352012,,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-05-06,0,2024-08-19,MED R,STRAY,OTC,,2024-08-29,RTF,,FERAL,OAKLAND RD/FOX LN,SAN JOSE,2024-08-29
A1352013,RIPLEY,DOG,BROWN,BLACK,GERM SHEPHERD,SPAYED,2022-08-24,2,2024-12-28,BEH M,RETURN,OTC,,2025-03-10,RESCUE,,BEH M,,SAN JOSE,2025-03-10
A1352015,,KITTEN,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,2024-07-14,0,2024-08-19,HEALTHY,STRAY,OTC,,2024-09-13,ADOPTION,,,LEWIS RD / LONE BLUFF WAY,SAN JOSE,2024-09-13
A1352016,GEORGINA KITTLEWHISKERS,KITTEN,ORANGE,WHITE,DOMESTIC SH,SPAYED,2024-07-21,0,2024-08-19,MED R,STRAY,OTC,,2024-09-14,ADOPTION,,HEALTHY,NOBLE AVE/ GROSSMONT DR,SAN JOSE,2024-09-14
A1352018,,KITTEN,CALICO-TRI,,DOMESTIC SH,SPAYED,2024-07-21,0,2024-08-19,MED R,STRAY,OTC,,2024-09-14,ADOPTION,,HEALTHY,NOBLE AVE/ GROSSMONT DR,SAN JOSE,2024-09-14
A1352021,ATHENA,DOG,BLACK,BROWN,ROTTWEILER,SPAYED,2023-09-19,0,2024-09-14,HEALTHY,STRAY,OTC,,2025-02-08,ADOPTION,,HEALTHY,BAILEY/SANTA THERESA,SAN JOSE,2025-02-08
A1352022,,OTHER,ORANGE,,CANARY,UNKNOWN,,,2024-08-19,MED R,STRAY,OTC,,2024-08-23,ADOPTION,,MED R,SILVER CREEK COUNTRY CLUB,SAN JOSE,2024-08-23
A1352025,JETTA,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2010-08-30,13,2024-08-20,MED R,STRAY,OTC,,2024-08-30,RTO,,MED R,MOUNTAIN HOME DR,SAN JOSE,2024-08-30
A1352026,GAMZA,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-07-13,0,2024-08-20,HEALTHY,OWNER SUR,OTC,,2024-09-14,ADOPTION,,HEALTHY,,SAN JOSE,2024-09-14
A1352030,PEACHES,CAT,WHITE,ORANGE,DOMESTIC SH,MALE,2022-08-23,1,2024-08-20,MED R,CONFISCATE,ASO,,2024-08-23,RTO,,MED R,,SAN JOSE,2024-08-23
A1352031,SNOWBALL,CAT,WHITE,BLACK,DOMESTIC SH,FEMALE,2022-08-23,1,2024-08-20,MED R,CONFISCATE,ASO,,2024-08-23,RTO,,MED R,,SAN JOSE,2024-08-23
A1352061,,CAT,PT-CHOC,,DOMESTIC SH,FEMALE,2021-08-20,3,2024-08-20,MED SEV,STRAY,OTC,,2024-08-20,EUTH,,MED SEV,HYLAND AVE X TALMADGE AVE,COUNTY,2024-08-20
A1352075,MOCHA,KITTEN,TABBY-BRN,WHITE,DOMESTIC MH,SPAYED,2024-07-16,0,2024-08-20,HEALTHY,OWNER SUR,OTC,,2024-09-17,ADOPTION,,HEALTHY,,SAN JOSE,2024-09-17
A1352077,SALEM,KITTEN,BLACK,,DOMESTIC MH,NEUTERED,2024-07-16,0,2024-08-20,HEALTHY,OWNER SUR,OTC,,2024-09-20,ADOPTION,,HEALTHY,,SAN JOSE,2024-09-20
A1352082,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,,,2024-08-20,MED R,STRAY,OTC,,2024-08-20,EUTH,,MED SEV,GOLDENTREE DR X HOSTETTER RD,SAN JOSE,2024-08-20
A1352084,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,,2024-08-20,MED R,STRAY,OTC,,2024-08-20,EUTH,,MED SEV,GOLDENTREE DR X HOSTETTER RD,SAN JOSE,2024-08-20
